,County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State_Code,County_Name
4168,"Chelan County, WA",53007.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA,Chelan County
4170,"Clallam County, WA",53009.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA,Clallam County
4173,"Clark County, WA",53011.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,WA,Clark County
4174,"Clark County, WA",53011.0,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,WA,Clark County
4178,"Cowlitz County, WA",53015.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WA,Cowlitz County
4192,"King County, WA",53033.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,191.0,WA,King County
4193,"King County, WA",53033.0,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,47.0,WA,King County
4197,"Kitsap County, WA",53035.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,WA,Kitsap County
4202,"Lewis County, WA",53041.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA,Lewis County
4212,"Pierce County, WA",53053.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0,WA,Pierce County
4213,"Pierce County, WA",53053.0,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,WA,Pierce County
4217,"Skagit County, WA",53057.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA,Skagit County
4221,"Snohomish County, WA",53061.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,89.0,WA,Snohomish County
4222,"Snohomish County, WA",53061.0,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,WA,Snohomish County
4225,"Spokane County, WA",53063.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,WA,Spokane County
4226,"Spokane County, WA",53063.0,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,WA,Spokane County
4230,"Thurston County, WA",53067.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,WA,Thurston County
4235,"Whatcom County, WA",53073.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WA,Whatcom County
4239,"Yakima County, WA",53077.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,WA,Yakima County
4243,"Berkeley County, WV",54003.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WV,Berkeley County
4245,"Boone County, WV",54005.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WV,Boone County
4249,"Cabell County, WV",54011.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,WV,Cabell County
4254,"Fayette County, WV",54019.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,WV,Fayette County
4260,"Hancock County, WV",54029.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WV,Hancock County
4263,"Harrison County, WV",54033.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WV,Harrison County
4267,"Kanawha County, WV",54039.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,WV,Kanawha County
4271,"Lincoln County, WV",54043.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WV,Lincoln County
4273,"Logan County, WV",54045.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WV,Logan County
4275,"McDowell County, WV",54047.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,WV,McDowell County
4280,"Mercer County, WV",54055.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,WV,Mercer County
4283,"Mingo County, WV",54059.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WV,Mingo County
4295,"Raleigh County, WV",54081.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,WV,Raleigh County
4305,"Wayne County, WV",54099.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WV,Wayne County
4311,"Wyoming County, WV",54109.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,WV,Wyoming County
4317,"Brown County, WI",55009.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WI,Brown County
4327,"Dane County, WI",55025.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,WI,Dane County
4330,"Dodge County, WI",55027.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WI,Dodge County
4337,"Fond du Lac County, WI",55039.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WI,Fond du Lac County
4348,"Kenosha County, WI",55059.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,WI,Kenosha County
4352,"La Crosse County, WI",55063.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WI,La Crosse County
4365,"Milwaukee County, WI",55079.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,136.0,WI,Milwaukee County
4366,"Milwaukee County, WI",55079.0,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,WI,Milwaukee County
4367,"Milwaukee County, WI",55079.0,2010,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,WI,Milwaukee County
4381,"Racine County, WI",55101.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WI,Racine County
4385,"Rock County, WI",55105.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WI,Rock County
4398,"Walworth County, WI",55127.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,WI,Walworth County
4403,"Waukesha County, WI",55133.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,WI,Waukesha County
4404,"Waukesha County, WI",55133.0,2010,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,WI,Waukesha County
4409,"Winnebago County, WI",55139.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WI,Winnebago County
4424,"Laramie County, WY",56021.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WY,Laramie County
4428,"Natrona County, WY",56025.0,2010,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WY,Natrona County
1,"Baldwin County, AL",1003.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,AL,Baldwin County
9,"Calhoun County, AL",1015.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,AL,Calhoun County
24,"Cullman County, AL",1043.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AL,Cullman County
28,"DeKalb County, AL",1049.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,AL,DeKalb County
32,"Etowah County, AL",1055.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,AL,Etowah County
40,"Houston County, AL",1069.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,AL,Houston County
43,"Jefferson County, AL",1073.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0,AL,Jefferson County
44,"Jefferson County, AL",1073.0,2011,All other drug-induced causes,D9,36.0,AL,Jefferson County
48,"Lauderdale County, AL",1077.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,AL,Lauderdale County
55,"Madison County, AL",1089.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,AL,Madison County
61,"Mobile County, AL",1097.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,AL,Mobile County
66,"Morgan County, AL",1103.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,AL,Morgan County
73,"St. Clair County, AL",1115.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,AL,St. Clair County
75,"Shelby County, AL",1117.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,AL,Shelby County
80,"Tuscaloosa County, AL",1125.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,AL,Tuscaloosa County
82,"Walker County, AL",1127.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,AL,Walker County
119,"Coconino County, AZ",4005.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,AZ,Coconino County
128,"Maricopa County, AZ",4013.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,473.0,AZ,Maricopa County
129,"Maricopa County, AZ",4013.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,100.0,AZ,Maricopa County
130,"Maricopa County, AZ",4013.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,54.0,AZ,Maricopa County
131,"Maricopa County, AZ",4013.0,2011,All other drug-induced causes,D9,28.0,AZ,Maricopa County
135,"Mohave County, AZ",4015.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,AZ,Mohave County
136,"Mohave County, AZ",4015.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,AZ,Mohave County
139,"Navajo County, AZ",4017.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,AZ,Navajo County
143,"Pima County, AZ",4019.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,156.0,AZ,Pima County
144,"Pima County, AZ",4019.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,AZ,Pima County
147,"Pinal County, AZ",4021.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,AZ,Pinal County
151,"Yavapai County, AZ",4025.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,AZ,Yavapai County
154,"Yuma County, AZ",4027.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,AZ,Yuma County
160,"Benton County, AR",5007.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,AR,Benton County
173,"Craighead County, AR",5031.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AR,Craighead County
175,"Crawford County, AR",5033.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,AR,Crawford County
182,"Faulkner County, AR",5045.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,AR,Faulkner County
186,"Garland County, AR",5051.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AR,Garland County
222,"Pulaski County, AR",5119.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,AR,Pulaski County
227,"Saline County, AR",5125.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AR,Saline County
231,"Sebastian County, AR",5131.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AR,Sebastian County
238,"Washington County, AR",5143.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,AR,Washington County
244,"Alameda County, CA",6001.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,139.0,CA,Alameda County
245,"Alameda County, CA",6001.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,CA,Alameda County
250,"Butte County, CA",6007.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0,CA,Butte County
253,"Calaveras County, CA",6009.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,CA,Calaveras County
256,"Contra Costa County, CA",6013.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,93.0,CA,Contra Costa County
257,"Contra Costa County, CA",6013.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,CA,Contra Costa County
261,"El Dorado County, CA",6017.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,CA,El Dorado County
264,"Fresno County, CA",6019.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0,CA,Fresno County
265,"Fresno County, CA",6019.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,CA,Fresno County
270,"Humboldt County, CA",6023.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,CA,Humboldt County
273,"Imperial County, CA",6025.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,CA,Imperial County
277,"Kern County, CA",6029.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,133.0,CA,Kern County
278,"Kern County, CA",6029.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CA,Kern County
281,"Kings County, CA",6031.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,CA,Kings County
284,"Lake County, CA",6033.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,CA,Lake County
287,"Lassen County, CA",6035.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,CA,Lassen County
289,"Los Angeles County, CA",6037.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,561.0,CA,Los Angeles County
290,"Los Angeles County, CA",6037.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,106.0,CA,Los Angeles County
291,"Los Angeles County, CA",6037.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,CA,Los Angeles County
292,"Los Angeles County, CA",6037.0,2011,All other drug-induced causes,D9,22.0,CA,Los Angeles County
296,"Madera County, CA",6039.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,CA,Madera County
299,"Marin County, CA",6041.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,CA,Marin County
303,"Mendocino County, CA",6045.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,CA,Mendocino County
306,"Merced County, CA",6047.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,CA,Merced County
311,"Monterey County, CA",6053.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,CA,Monterey County
316,"Nevada County, CA",6057.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,CA,Nevada County
318,"Orange County, CA",6059.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,239.0,CA,Orange County
319,"Orange County, CA",6059.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,60.0,CA,Orange County
320,"Orange County, CA",6059.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,CA,Orange County
324,"Placer County, CA",6061.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,CA,Placer County
328,"Riverside County, CA",6065.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,213.0,CA,Riverside County
329,"Riverside County, CA",6065.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,39.0,CA,Riverside County
333,"Sacramento County, CA",6067.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,152.0,CA,Sacramento County
334,"Sacramento County, CA",6067.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,CA,Sacramento County
335,"Sacramento County, CA",6067.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0,CA,Sacramento County
336,"Sacramento County, CA",6067.0,2011,All other drug-induced causes,D9,19.0,CA,Sacramento County
340,"San Bernardino County, CA",6071.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,CA,San Bernardino County
341,"San Bernardino County, CA",6071.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,34.0,CA,San Bernardino County
342,"San Bernardino County, CA",6071.0,2011,All other drug-induced causes,D9,81.0,CA,San Bernardino County
346,"San Diego County, CA",6073.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,330.0,CA,San Diego County
347,"San Diego County, CA",6073.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,78.0,CA,San Diego County
348,"San Diego County, CA",6073.0,2011,All other drug-induced causes,D9,13.0,CA,San Diego County
352,"San Francisco County, CA",6075.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,168.0,CA,San Francisco County
353,"San Francisco County, CA",6075.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,CA,San Francisco County
354,"San Francisco County, CA",6075.0,2011,All other drug-induced causes,D9,15.0,CA,San Francisco County
358,"San Joaquin County, CA",6077.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0,CA,San Joaquin County
361,"San Luis Obispo County, CA",6079.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,CA,San Luis Obispo County
364,"San Mateo County, CA",6081.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,CA,San Mateo County
365,"San Mateo County, CA",6081.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,CA,San Mateo County
368,"Santa Barbara County, CA",6083.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,CA,Santa Barbara County
371,"Santa Clara County, CA",6085.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0,CA,Santa Clara County
372,"Santa Clara County, CA",6085.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,34.0,CA,Santa Clara County
375,"Santa Cruz County, CA",6087.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,CA,Santa Cruz County
378,"Shasta County, CA",6089.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,CA,Shasta County
382,"Siskiyou County, CA",6093.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,CA,Siskiyou County
384,"Solano County, CA",6095.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,CA,Solano County
385,"Solano County, CA",6095.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CA,Solano County
386,"Solano County, CA",6095.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,CA,Solano County
389,"Sonoma County, CA",6097.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,CA,Sonoma County
390,"Sonoma County, CA",6097.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,CA,Sonoma County
393,"Stanislaus County, CA",6099.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,CA,Stanislaus County
394,"Stanislaus County, CA",6099.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CA,Stanislaus County
397,"Sutter County, CA",6101.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,CA,Sutter County
403,"Tulare County, CA",6107.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,CA,Tulare County
406,"Tuolumne County, CA",6109.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,CA,Tuolumne County
408,"Ventura County, CA",6111.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0,CA,Ventura County
409,"Ventura County, CA",6111.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,CA,Ventura County
413,"Yolo County, CA",6113.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,CA,Yolo County
417,"Adams County, CO",8001.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,CO,Adams County
418,"Adams County, CO",8001.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,CO,Adams County
422,"Arapahoe County, CO",8005.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,CO,Arapahoe County
423,"Arapahoe County, CO",8005.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,CO,Arapahoe County
429,"Boulder County, CO",8013.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,CO,Boulder County
430,"Boulder County, CO",8013.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,CO,Boulder County
442,"Denver County, CO",8031.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,136.0,CO,Denver County
443,"Denver County, CO",8031.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,CO,Denver County
444,"Denver County, CO",8031.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,CO,Denver County
449,"Douglas County, CO",8035.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,CO,Douglas County
450,"Douglas County, CO",8035.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,CO,Douglas County
455,"El Paso County, CO",8041.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,CO,El Paso County
456,"El Paso County, CO",8041.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,CO,El Paso County
466,"Jefferson County, CO",8059.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,CO,Jefferson County
467,"Jefferson County, CO",8059.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,CO,Jefferson County
474,"Larimer County, CO",8069.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,CO,Larimer County
480,"Mesa County, CO",8077.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,CO,Mesa County
481,"Mesa County, CO",8077.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,CO,Mesa County
495,"Pueblo County, CO",8101.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,CO,Pueblo County
507,"Weld County, CO",8123.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,CO,Weld County
511,"Fairfield County, CT",9001.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,CT,Fairfield County
514,"Hartford County, CT",9003.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0,CT,Hartford County
515,"Hartford County, CT",9003.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,CT,Hartford County
518,"Litchfield County, CT",9005.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,CT,Litchfield County
520,"Middlesex County, CT",9007.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,CT,Middlesex County
522,"New Haven County, CT",9009.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0,CT,New Haven County
523,"New Haven County, CT",9009.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,CT,New Haven County
526,"New London County, CT",9011.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,CT,New London County
531,"Windham County, CT",9015.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,CT,Windham County
533,"Kent County, DE",10001.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,DE,Kent County
535,"New Castle County, DE",10003.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,DE,New Castle County
536,"New Castle County, DE",10003.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,DE,New Castle County
539,"Sussex County, DE",10005.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,DE,Sussex County
540,"Sussex County, DE",10005.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,DE,Sussex County
543,"District of Columbia, DC",11001.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0,DC,District of Columbia
544,"District of Columbia, DC",11001.0,2011,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,DC,District of Columbia
547,"Alachua County, FL",12001.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL,Alachua County
554,"Brevard County, FL",12009.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,107.0,FL,Brevard County
555,"Brevard County, FL",12009.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,FL,Brevard County
558,"Broward County, FL",12011.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,186.0,FL,Broward County
559,"Broward County, FL",12011.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,47.0,FL,Broward County
563,"Charlotte County, FL",12015.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL,Charlotte County
564,"Charlotte County, FL",12015.0,2011,All other drug-induced causes,D9,17.0,FL,Charlotte County
567,"Citrus County, FL",12017.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL,Citrus County
570,"Clay County, FL",12019.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,FL,Clay County
572,"Collier County, FL",12021.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,FL,Collier County
578,"Duval County, FL",12031.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0,FL,Duval County
579,"Duval County, FL",12031.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL,Duval County
582,"Escambia County, FL",12033.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL,Escambia County
585,"Flagler County, FL",12035.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL,Flagler County
595,"Hernando County, FL",12053.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,FL,Hernando County
598,"Highlands County, FL",12055.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL,Highlands County
600,"Hillsborough County, FL",12057.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,211.0,FL,Hillsborough County
601,"Hillsborough County, FL",12057.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0,FL,Hillsborough County
605,"Indian River County, FL",12061.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,FL,Indian River County
611,"Lake County, FL",12069.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,FL,Lake County
614,"Lee County, FL",12071.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,FL,Lee County
615,"Lee County, FL",12071.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,FL,Lee County
618,"Leon County, FL",12073.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL,Leon County
624,"Manatee County, FL",12081.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,FL,Manatee County
625,"Manatee County, FL",12081.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,FL,Manatee County
628,"Marion County, FL",12083.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,FL,Marion County
631,"Martin County, FL",12085.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL,Martin County
634,"Miami-Dade County, FL",12086.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0,FL,Miami-Dade County
635,"Miami-Dade County, FL",12086.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,FL,Miami-Dade County
636,"Miami-Dade County, FL",12086.0,2011,All other drug-induced causes,D9,11.0,FL,Miami-Dade County
639,"Monroe County, FL",12087.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,FL,Monroe County
642,"Nassau County, FL",12089.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL,Nassau County
644,"Okaloosa County, FL",12091.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL,Okaloosa County
647,"Okeechobee County, FL",12093.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL,Okeechobee County
649,"Orange County, FL",12095.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,125.0,FL,Orange County
650,"Orange County, FL",12095.0,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,FL,Orange County
653,"Osceola County, FL",12097.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,FL,Osceola County
656,"Palm Beach County, FL",12099.0,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,160.0,FL,Palm Beach County
